,label,tid,time,day,poi,price,rating,weather
56557,877,24359,1412,Tuesday,Paradise =),-1,-1.0,Clouds
37607,531,14895,1339,Sunday,Greg & Cheryl's Place,-1,-1.0,Clear
13771,208,5847,1353,Saturday,312 East 30th St.,-1,-1.0,Clear
39691,593,16534,1120,Thursday,Bamboo 52,2,-1.0,Clear
38318,553,15467,451,Thursday,Dunkin' Donuts,1,5.6,Clouds
58052,889,24662,948,Thursday,Dickinson Hall FDU,-1,-1.0,Clouds
56818,881,24442,1371,Friday,MTA Bus - W 125 St & St Nicholas Av (Bx15/M60-SBS/M100/M101),-1,5.3,Clear
16185,293,8224,667,Thursday,Casa Senor Cigar,-1,-1.0,Clear
40914,621,17280,1346,Saturday,7-Eleven,-1,7.7,Clear
18390,315,8937,1100,Monday,Dave's Jamaican Restaurant,2,-1.0,Clouds
21850,354,10023,887,Thursday,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q),-1,-1.0,Clear
58938,900,24960,733,Saturday,New York Sports Clubs,-1,6.5,Clouds
39008,585,16341,1085,Wednesday,Cross County Shopping Center,-1,8.0,Clouds
64663,1016,28177,1096,Friday,Jollibee Oriental Food Mart,-1,6.6,Clouds
46190,702,19644,1015,Tuesday,Midtown Comics,-1,8.8,Clear
16859,293,8241,1217,Wednesday,Deli Grocery Lorimer & Jackson,1,-1.0,Clear
13888,236,6630,211,Saturday,Gristedes Supermarkets #597,-1,5.1,Clouds
66181,1047,28913,830,Friday,P.C. Richard & Son,-1,6.1,Clouds
21914,354,10024,817,Monday,MTA Subway - Bay Parkway (N),-1,-1.0,Clouds
34398,488,13737,1035,Monday,MTA Subway - Inwood/207th St (A),-1,-1.0,Clear
5185,84,2294,489,Wednesday,"At work busy as hell, pulling my hair!!!....how long till Friday??",-1,-1.0,Clouds
40733,617,17204,1281,Saturday,Da Basment #EmDub,-1,-1.0,Clear
48246,730,20384,830,Wednesday,TD Bank,-1,5.6,Clouds
15772,293,8214,825,Thursday,WNYC Radio,-1,8.3,Clouds
60556,928,25698,582,Monday,John's Breakfast Cart,1,-1.0,Clouds
63462,988,27379,656,Tuesday,Chrysler Building,-1,9.2,Clear
3374,80,2151,721,Sunday,Breezy Point Surf Club,-1,7.9,Clear
65259,1025,28385,943,Saturday,Sunoco Gas Station,-1,6.4,Clear
2091,56,1520,709,Tuesday,The Melting Pot Brooklyn,-1,-1.0,Clouds
28833,438,12409,732,Saturday,Starbucks,1,5.9,Clouds
10571,182,5099,1009,Saturday,Petco,-1,7.9,Clear
40052,596,16599,896,Saturday,My Crib,-1,-1.0,Clear
27470,398,11250,201,Sunday,7-Eleven,-1,7.0,Clear
223,6,139,202,Thursday,MTA - Church St & Barclay St (BM1/BM2/BM3/BM4),-1,-1.0,Clouds
20945,349,9875,847,Friday,BPM New York,2,-1.0,Clear
46446,706,19718,1424,Wednesday,Zarkana by Cirque du Soleil,-1,-1.0,Clouds
50883,753,21006,1280,Friday,Shell,-1,5.9,Clear
59139,901,24978,772,Friday,The Slumber Chamber,-1,-1.0,Clouds
66585,1054,29134,1181,Friday,Home Wine & Liquors,-1,7.3,Clouds
21029,349,9878,784,Sunday,MTA Bus QM15,-1,-1.0,Clouds
34769,492,13851,430,Wednesday,Our Lady of Lourdes,-1,-1.0,Clear
57363,885,24524,948,Monday,Mi Casa,-1,-1.0,Clear
66826,1070,29549,1102,Tuesday,Miami Ad School Brooklyn,-1,-1.0,Clouds
65735,1040,28756,1221,Wednesday,BKM Laundromat,-1,-1.0,Clouds
33474,475,13414,548,Tuesday,Canvas,-1,-1.0,Clouds
44640,688,19165,953,Saturday,Flywheel Sports,-1,9.3,Clear
16816,293,8240,209,Saturday,Broadway Deli,1,-1.0,Clear
62323,974,26999,1432,Tuesday,MTA Subway - 96th St (1/2/3),-1,-1.0,Clouds
24293,365,10379,1160,Thursday,Rigoletto Pizza,2,-1.0,Clouds
40099,596,16604,1098,Monday,Coney Island Beach & Boardwalk,-1,9.3,Clouds
66855,1070,29551,1128,Tuesday,Miami Ad School Brooklyn,-1,-1.0,Clouds
5301,84,2297,1151,Sunday,The UPS Store,-1,6.4,Clouds
28016,422,11990,1144,Tuesday,Elmwood Park Tennis Courts,-1,-1.0,Clear
31807,458,12946,858,Sunday,E&J Deli & Grocery,-1,-1.0,Clear
6532,95,2624,524,Monday,MTA Subway - Court Square (E/G/M/7),-1,-1.0,Clear
53770,816,22709,600,Monday,Subway,1,6.5,Clear
21999,354,10024,1044,Friday,Coney Island Beach & Boardwalk,-1,9.3,Clear
28294,425,12030,1401,Sunday,central studios,-1,-1.0,Clouds
3431,80,2156,1186,Thursday,Windows 8 Launch Event,-1,-1.0,Clouds
43786,660,18403,423,Sunday,Lockbird Palace,-1,-1.0,Clouds
7818,121,3327,1172,Wednesday,Citibank,-1,-1.0,Clouds
17026,293,8243,711,Sunday,Lexington Ave,-1,-1.0,Clouds
32673,461,13037,945,Monday,Macy's,-1,8.5,Clouds
42360,643,17942,446,Tuesday,fabi's original habitat,-1,-1.0,Clouds
51045,754,21032,670,Monday,Lowenstein Building,-1,-1.0,Clear
58203,889,24673,789,Monday,Fitness Center - Fairleigh Dickinson University,-1,-1.0,Clouds
55524,842,23436,655,Sunday,Lite Bites & Grill,1,7.8,Clear
16847,293,8241,806,Tuesday,Soho Mini Market,-1,-1.0,Snow
21104,349,9886,676,Saturday,Convenience Express,-1,-1.0,Clouds
36173,521,14675,475,Wednesday,MTA Subway - Kings Highway (B/Q),-1,-1.0,Clouds
60593,928,25699,1194,Thursday,Gap,-1,7.1,Clouds
62373,974,27001,28,Tuesday,Sutter Ave,-1,-1.0,Rain
49810,744,20802,597,Monday,8 West 38th Street,-1,-1.0,Clear
45873,702,19613,508,Friday,St. Francis College Library,-1,-1.0,Clouds
6940,99,2730,817,Sunday,MetLife Stadium,-1,9.1,Fog
37399,529,14860,1284,Tuesday,Paddy's On The Bay,1,7.9,Clear
50511,750,20936,1166,Friday,"Toys""R""Us",-1,-1.0,Clear
54768,827,23034,1237,Tuesday,Little Bay Park Dog Run,-1,8.7,Clouds
2220,65,1732,1341,Thursday,mi casita,-1,-1.0,Clear
57703,885,24547,1198,Monday,MTA Subway - High St/Brooklyn Bridge (A/C),-1,-1.0,Clear
10364,181,5063,459,Monday,NYCT - 239th St Yard/Maintenance Facility Home Of The (2) Line,-1,-1.0,Clear
36905,527,14811,915,Thursday,MTA Subway - Fulton St (A/C/J/Z/2/3/4/5),-1,-1.0,Clear
56815,881,24442,1026,Friday,Tropical Spanish Restaurant,1,7.6,Clouds
49032,742,20729,1072,Tuesday,Ebbets Field (Montgomery Side),-1,-1.0,Clouds
12771,185,5224,735,Tuesday,Raymour & Flanigan Furniture and Mattress Store,-1,6.6,Fog
4837,84,2287,326,Monday,MTA Subway - 30th Ave (N/W),-1,-1.0,Clouds
55420,842,23427,844,Saturday,UNIQLO,-1,9.1,Clear
28909,439,12422,691,Wednesday,Shake Shack,3,8.0,Clouds
34476,488,13739,1075,Friday,MTA Subway - Inwood/207th St (A),-1,-1.0,Clouds
30108,443,12531,1205,Saturday,HomeGoods,-1,8.4,Clouds
36128,521,14665,461,Monday,TD Bank,-1,6.0,Clear
26363,384,10906,710,Friday,Pierpont Condo workout room,-1,-1.0,Clear
63639,990,27430,538,Thursday,InterContinental New York Times Square,-1,8.5,Clouds
33869,484,13632,1182,Saturday,Our House In The Middle Of The St,-1,-1.0,Clouds
18119,315,8930,442,Tuesday,Bolla Market - Conduit & Liberty,-1,-1.0,Rain
18931,315,8953,1209,Thursday,My Spot,-1,-1.0,Clear
45868,702,19613,1148,Thursday,MTA Subway - 74th St/Roosevelt Ave/Jackson Hts (E/F/M/R/7),-1,-1.0,Clouds
36787,527,14803,1133,Saturday,MTA Subway - 125th St (4/5/6),-1,-1.0,Clear
52626,768,21376,807,Monday,Hudson County Park Lake,-1,-1.0,Clear
27056,390,11056,508,Saturday,Elegant Dominican Barbershop,-1,-1.0,Clouds
35202,509,14307,1288,Sunday,NYU Elmer Holmes Bobst Library,-1,-1.0,Clouds
7003,99,2735,1073,Tuesday,Rockefeller Center,-1,9.4,Clear
42302,643,17934,977,Thursday,Panera Bread,1,8.7,Clouds
55843,868,24099,1056,Saturday,Dramatics NYC 57th Street,-1,8.2,Clear
44581,682,19019,961,Thursday,The McGraw-Hill Companies,-1,-1.0,Clouds
21089,349,9886,1230,Wednesday,To Sok Chon,2,-1.0,Clear
7131,119,3253,378,Monday,Starbucks,1,-1.0,Rain
45488,689,19240,150,Tuesday,New York Hilton Midtown,-1,7.6,Clear
38622,579,16214,556,Sunday,MTA Subway - Neck Rd (Q),-1,-1.0,Clouds
20198,347,9820,562,Sunday,"Memorial Park, River Edge",-1,7.3,Clouds
31712,448,12670,1201,Sunday,Gate 201,-1,-1.0,Rain
51799,766,21321,1068,Friday,Port Authority Bus Terminal,-1,5.5,Clear
59291,901,25008,1050,Tuesday,New York Sports Grill,2,-1.0,Fog
32435,458,12961,161,Monday,Miss K's Place,-1,-1.0,Clear
62914,976,27066,1066,Wednesday,7-Eleven,-1,5.6,Clear
44920,689,19206,1155,Monday,The Smith,3,9.0,Clouds
50762,752,20993,918,Saturday,Sprague Field,-1,-1.0,Clear
53485,806,22460,1289,Saturday,Fame Wine and Liquors,-1,5.7,Clear
30619,445,12570,2,Saturday,Citi Field,-1,9.3,Clear
64398,1006,27872,334,Thursday,422 jefferson ave,-1,-1.0,Clouds
5075,84,2290,1168,Saturday,AMC Loews 34th Street 14,-1,7.2,Clouds
4587,84,2282,325,Friday,Tastee Corner,1,5.2,Clear
20590,349,9865,1111,Saturday,South 4th Bar & Cafe,1,7.3,Clouds
59640,913,25290,734,Tuesday,"LF Beauty: Jackel, Inc / Lornamead",-1,-1.0,Clouds
18875,315,8952,541,Saturday,Bolla Market - Conduit & Liberty,-1,-1.0,Clouds
44331,673,18748,1301,Sunday,Pupa,-1,-1.0,Clouds
55361,834,23221,1431,Saturday,118 Lounge,2,5.9,Snow
11962,185,5200,817,Sunday,my bed,3,-1.0,Clouds
32689,461,13037,77,Sunday,La Caverna,2,5.7,Clear
36278,527,14795,889,Wednesday,Mangia,2,7.7,Clear
19050,315,8955,1283,Wednesday,Fine Fare,-1,6.1,Clear
38048,539,15167,1317,Saturday,The J,3,-1.0,Clouds
16716,293,8239,733,Friday,Casa Senor Cigar,-1,-1.0,Clear
881,19,470,859,Saturday,New York International Auto Show,-1,-1.0,Clear
44452,682,19001,1319,Friday,435 E 79 St,-1,-1.0,Clear
52049,767,21335,558,Thursday,My Gym,-1,7.6,Clouds
34405,488,13737,476,Tuesday,90 Broad St. NYC,-1,-1.0,Clear
61528,943,26145,102,Tuesday,Holland Tunnel New Jersey Emergency Garage,-1,-1.0,Clear
66647,1055,29147,1123,Saturday,Oval Fitness,-1,7.0,Clouds
27315,396,11208,1185,Friday,Kinky Boots at the Al Hirschfeld Theatre,-1,9.5,Clear
31206,445,12593,19,Tuesday,David & Moe Deli Grocery,1,-1.0,Clear
13666,207,5837,1072,Wednesday,Pierre Apartments,-1,-1.0,Rain
63874,990,27438,613,Thursday,Radisson Hotel JFK Airport,-1,5.2,Clouds
31849,458,12947,1143,Thursday,MTA Subway - Broadway Junction (A/C/J/L/Z),-1,-1.0,Clouds
56003,872,24232,1092,Tuesday,The Pet Market,-1,-1.0,Clear
29701,440,12457,834,Sunday,Christopher Street PATH Station,-1,-1.0,Clouds
38975,582,16288,813,Wednesday,CakeChef's Cookie Jar,2,9.0,Clouds
54837,827,23037,1078,Saturday,The Gym at Water's Edge,-1,-1.0,Clear
55925,868,24109,61,Wednesday,Urge Lounge,2,-1.0,Clear
42885,646,18020,663,Sunday,Mega Bus - 7th Ave & 27th St,-1,5.4,Clear
60963,934,25873,911,Tuesday,Duane Reade,-1,6.4,Clear
2201,65,1731,578,Sunday,Exxon,-1,5.6,Clouds
3924,82,2220,934,Monday,The Bay Terrace at Bayside,-1,8.0,Clouds
1498,34,920,1136,Thursday,NYC Office of Emergency Management (OEM),-1,-1.0,Clear
36061,521,14657,996,Saturday,Tokyo Sushi,2,-1.0,Clear
65608,1040,28733,12,Friday,HK Lounge,3,5.1,Clouds
8023,121,3331,135,Saturday,Walking Peter Pan <3,-1,-1.0,Clear
55610,842,23452,1231,Friday,My Casa,-1,-1.0,Clear
25418,372,10610,1331,Tuesday,The Weasley House,-1,-1.0,Clear
36049,521,14657,532,Tuesday,Graybar,-1,7.3,Fog
33894,484,13633,1082,Tuesday,MTA Subway - Bedford/Nostrand Aves (G),-1,-1.0,Rain
37110,529,14828,836,Wednesday,150 Market,1,5.2,Clouds
29777,440,12460,1211,Wednesday,Duane Reade,-1,5.9,Clear
61419,943,26134,1107,Friday,208,-1,-1.0,Clouds
27474,398,11251,1085,Monday,St. Mel's,-1,-1.0,Clouds
31399,448,12656,518,Thursday,NJT Bus 156,-1,-1.0,Clouds
46504,706,19718,67,Saturday,"The National Sorority Of Phi Delta Kappa, Beta Omicron Chapter Early Childhood Education Center",-1,-1.0,Clear
48623,730,20413,820,Thursday,Bank of America,-1,6.5,Clear
63652,990,27430,885,Saturday,Wingate by Wyndham Manhattan Midtown,-1,6.8,Clouds
6831,99,2711,1212,Thursday,Blackout Central (Haus of Gaga),3,-1.0,Clouds
11643,185,5193,435,Friday,AT&T,-1,-1.0,Clear
60260,928,25678,1195,Saturday,Downtown Ale House,2,5.4,Clear
23431,354,10052,540,Saturday,Agape Love International,-1,-1.0,Clouds
46646,706,19720,1114,Tuesday,China Grill,3,-1.0,Clouds
1390,34,908,883,Wednesday,NYC Office of Emergency Management (OEM),-1,-1.0,Clouds
6085,94,2590,1311,Tuesday,Young Israel Of Flatbush,-1,-1.0,Clear
63269,980,27196,599,Thursday,184 Kent,-1,-1.0,Clouds
11366,185,5189,1430,Tuesday,Garden State Parkway Park & Ride,-1,-1.0,Clouds
23970,359,10195,517,Saturday,Extra Space Storage,-1,6.3,Clouds
63031,976,27070,845,Thursday,Terminal 4,-1,-1.0,Clear
29338,439,12440,755,Saturday,BJ's Wholesale Club,-1,7.2,Clouds
17067,293,8244,1243,Wednesday,United Cigars Inc.,-1,-1.0,Clear
55463,842,23430,1387,Wednesday,My Casa,-1,-1.0,Clear
10832,184,5175,544,Thursday,Subway Restaurant,1,5.5,Clouds
66863,1070,29551,628,Saturday,Dumbo Waterfront (10 Jay Street),-1,8.6,Clear
65728,1040,28751,1304,Friday,The Scratcher,2,8.2,Clear
36432,527,14798,1097,Tuesday,Psychotherapy Associates,-1,-1.0,Clouds
32104,458,12951,441,Saturday,Morton Williams,-1,-1.0,Clear
25623,384,10890,399,Thursday,The Pierpont,-1,-1.0,Clouds
53982,819,22788,461,Thursday,MTA Bus - B6/B6LTD/B82/B82LTD - Flatlands Av & Ralph Av,-1,-1.0,Clear
20301,347,9826,770,Sunday,Scoops,1,-1.0,Clear
38395,572,15986,923,Saturday,High Line,-1,9.7,Clear
11417,185,5190,462,Monday,Four Seasons,-1,-1.0,Clouds
17629,295,8287,751,Sunday,Central Park Loop,-1,9.5,Clouds
27100,390,11062,1433,Sunday,The Fighting Zamirs,-1,-1.0,Rain
25307,372,10603,973,Sunday,Verizon,-1,5.7,Clouds
23755,355,10073,481,Monday,Dunkin' Donuts,1,5.9,Clouds
57557,885,24531,415,Saturday,MTA Subway - Fulton St (A/C/J/Z/2/3/4/5),-1,-1.0,Clear
10110,178,4994,1006,Monday,Rite Aid,-1,6.9,Clouds
10138,178,4994,848,Friday,Duane Reade,-1,6.4,Clear
25709,384,10891,504,Wednesday,Anita's Delicatessen,2,-1.0,Clouds
1396,34,908,525,Friday,St. John's University,-1,-1.0,Clear
63315,980,27198,906,Monday,New York Public Library - Mulberry Street Library,-1,-1.0,Clear
42773,646,18015,738,Saturday,STELLAAAAA!,-1,-1.0,Clear
62190,951,26302,852,Tuesday,Chefs Diet,-1,-1.0,Clear
24132,359,10217,587,Thursday,MTA Subway - 176th St (4),-1,-1.0,Clear
63078,976,27071,1157,Wednesday,MTA Bus - B47 - Dekalb & Broadway,-1,-1.0,Clear
45350,689,19232,15,Friday,Webster Hall,-1,-1.0,Clear
3543,81,2177,1265,Saturday,Fairway Market,-1,8.4,Clear
50078,745,20819,649,Thursday,MTA Subway - Myrtle Ave/Broadway (J/M/Z),-1,-1.0,Clouds
33477,475,13414,1278,Thursday,Prosperity Dumpling,1,-1.0,Clear
12741,185,5223,1332,Friday,Gardner Field,-1,-1.0,Clouds
43313,652,18168,1235,Tuesday,Brooklyn Brewery,2,9.2,Clear
8682,150,4191,779,Saturday,Vivian Beaumont Theater,-1,9.6,Clouds
50145,745,20821,656,Friday,Sauce Restaurant,3,8.6,Clear
47383,718,20032,950,Wednesday,MTA Bus - Broadway & W 136 St (M4/M5/M11),-1,-1.0,Clouds
57274,882,24467,284,Wednesday,Stitch Therapy,-1,-1.0,Clear
46576,706,19719,944,Friday,One Stroke Tattoos,-1,-1.0,Clouds
55104,834,23193,1433,Wednesday,My Bed,-1,-1.0,Clouds
55745,857,23828,1050,Monday,Abboccato Italian Kitchen,3,-1.0,Clouds
5670,90,2468,1198,Sunday,Birreria at Eataly,2,8.6,Clear
40926,621,17281,1008,Thursday,Bergen Community College,-1,-1.0,Clouds
11316,185,5188,1155,Friday,Holiday Inn Hasbrouck Heights-Meadowlands,-1,5.7,Clear
45125,689,19213,150,Thursday,New York Hilton Midtown,-1,7.6,Clouds
23778,355,10078,1308,Sunday,Grand Fortune Chinese Take Out,1,-1.0,Clouds
58374,891,24723,987,Tuesday,New Jersey Motor Vehicle Commission,-1,-1.0,Clouds
46178,702,19641,975,Wednesday,DeLury Square,-1,6.4,Clear
1252,25,641,1023,Friday,Banana Republic,-1,6.6,Clear
31730,448,12671,1292,Friday,Village Fried Chicken,1,-1.0,Clouds
48742,734,20502,923,Friday,110 Lawrence Ave Dumont Nj,-1,-1.0,Clear
28536,432,12231,1251,Wednesday,Audubon Avenue,-1,-1.0,Clouds
60338,928,25682,599,Friday,MTA Subway - 68th St/Hunter College (6),-1,-1.0,Clouds
24815,371,10569,1127,Monday,TD Bank,-1,7.3,Clouds
25058,372,10581,1312,Saturday,The Organic Grill,2,8.1,Clear
31044,445,12585,55,Monday,NeverLand,-1,-1.0,Clear
43877,660,18410,970,Tuesday,Lockbird Palace,-1,-1.0,Clear
25016,372,10579,615,Tuesday,Barbarian Group - NYC,-1,8.1,Clouds
1295,25,643,1154,Thursday,Wells Fargo,-1,6.6,Clear
19882,344,9734,717,Monday,I Building,-1,-1.0,Clouds
39188,585,16361,917,Thursday,HSBC,-1,-1.0,Clouds
17716,295,8313,639,Thursday,Starbucks,1,6.6,Clear
357,7,152,1257,Thursday,Planet Fitness,-1,8.0,Clear
2920,70,1866,1014,Friday,MTA Subway - 6 Train,-1,-1.0,Clear
33271,474,13385,1180,Monday,MTA Subway - Manhattan Bridge (B/D/N/Q),-1,-1.0,Rain
27157,396,11203,403,Thursday,Jay Hood Wright Park,-1,8.8,Clear
52791,768,21382,696,Wednesday,Hudson County Plaza,-1,-1.0,Clouds
19709,343,9706,860,Saturday,MTA Subway - Sutter Ave (L),-1,-1.0,Clouds
40363,612,17063,865,Tuesday,Chipotle Mexican Grill,1,8.0,Clouds
5439,84,2301,831,Saturday,Carvel Ice Cream,1,6.6,Clear
1545,34,931,1232,Thursday,House Of Jello,-1,-1.0,Clouds
52846,768,21405,933,Tuesday,Saint Peter's University,-1,-1.0,Fog
22638,354,10030,865,Saturday,McDonald's,1,5.6,Clouds
15823,293,8215,727,Sunday,Casa Senor Cigar,-1,-1.0,Clear
28052,422,11993,429,Friday,home,-1,-1.0,Clouds
63020,976,27069,931,Sunday,MTA Subway - 62nd St/New Utrecht Ave (D/N),-1,-1.0,Clouds
8600,150,4176,793,Thursday,92YTribeca,-1,-1.0,Clouds
26090,384,10898,980,Wednesday,Diageo NYC,-1,-1.0,Clouds
8939,154,4300,909,Wednesday,Chipotle Mexican Grill,2,7.9,Clouds
52786,768,21382,142,Wednesday,Camizzi's Place,-1,-1.0,Clouds
55483,842,23434,826,Wednesday,Lover's House,-1,-1.0,Clear
46809,706,19722,655,Tuesday,Wonder Bread,1,-1.0,Clouds
13195,188,5302,472,Wednesday,NJT - Hoboken Light Rail Station,-1,-1.0,Rain
59226,901,25000,223,Monday,Casa De Cattdaddy,-1,-1.0,Clouds
24054,359,10212,951,Thursday,MTA Subway - Fordham Rd (4),-1,-1.0,Clear
29448,440,12451,403,Monday,J. No Lounge at the Regal Beagle (J. No Lounge at Kensington Court),-1,-1.0,Clear
66411,1054,29110,1253,Wednesday,Joe's Home Office,-1,-1.0,Clouds
18988,315,8954,739,Wednesday,Lee Good Taste,1,-1.0,Clear
32184,458,12952,410,Saturday,MTA Subway - Broadway Junction (A/C/J/L/Z),-1,-1.0,Clear
60112,922,25514,625,Thursday,Starbucks,1,-1.0,Clear
20848,349,9874,809,Wednesday,Tropicana food truck,1,-1.0,Clear
52043,767,21335,427,Tuesday,NJT - 22nd Street Light Rail Station,-1,-1.0,Clear
47451,718,20034,876,Sunday,"MTA MaBSTOA Bus at W. 145th Street, Broadway & Riverside Drive: (M4, M5, M11, Bx19)",-1,-1.0,Clouds
37522,531,14893,773,Monday,A&P,-1,-1.0,Clouds
64942,1017,28197,795,Friday,MTA Subway - Buhre Ave (6),-1,-1.0,Clear
36066,521,14660,1158,Monday,MTA Subway - 42nd St/Grand Central (4/5/6/7/S),-1,-1.0,Clear
35188,509,14303,710,Friday,The Pleasure Chest,-1,8.2,Clear
6687,95,2634,1201,Wednesday,MTA Subway - Mets/Willets Point (7),-1,-1.0,Clear
44137,673,18726,1077,Thursday,Park Circle,-1,7.8,Clear
2810,70,1860,1264,Saturday,MTA Subway - Parkchester (6),-1,-1.0,Clouds
31810,458,12947,489,Monday,Tingué Bungalow,-1,-1.0,Clear
27272,396,11207,663,Wednesday,Starbucks,1,5.9,Clouds
27172,396,11204,535,Monday,Starbucks,1,5.9,Clear
13705,208,5842,1307,Saturday,Buddakan,3,9.4,Clear
56388,872,24251,73,Monday,109 St. Gourmet Deli,1,5.5,Clouds
50246,745,20826,1248,Monday,Kerri's Last Night!,2,-1.0,Clouds
63760,990,27434,793,Tuesday,Radisson Hotel JFK Airport,-1,5.2,Rain
12540,185,5217,9,Wednesday,My uncomfortable shitty bed :(,-1,-1.0,Clouds
26917,390,11034,760,Saturday,City College (CWE),-1,-1.0,Clear
18789,315,8951,353,Wednesday,Sutter Grocery,1,-1.0,Clear
41878,638,17773,1259,Wednesday,Argo Tea,2,7.8,Clear
8836,153,4271,795,Sunday,Food Network,-1,8.6,Clear
33160,474,13380,1111,Thursday,MTA Subway - W. 4th Street/Washington Square (A/B/C/D/E/F/M),-1,-1.0,Clouds
46132,702,19639,741,Monday,HSBC,-1,5.6,Clear
36760,527,14802,1189,Sunday,MTA Subway - 125th St (4/5/6),-1,-1.0,Clouds
22341,354,10027,711,Thursday,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q),-1,-1.0,Clear
30478,445,12567,557,Thursday,Mr Sandwich,1,-1.0,Clear
43269,649,18106,1249,Thursday,Maison Premiere,4,9.5,Clear
40050,596,16599,839,Saturday,Edible Arrangements,-1,-1.0,Clear
24090,359,10214,445,Thursday,MTA Subway - Bedford Park Blvd/Lehman College (4),-1,-1.0,Clear
27735,412,11684,1179,Monday,Hoyt Playground,-1,8.1,Clouds
45622,699,19528,850,Monday,215 Park Avenue South,-1,-1.0,Clouds
7432,120,3289,57,Thursday,Parent's House,-1,-1.0,Clear
7815,121,3327,823,Wednesday,The 5th Floor Library,-1,-1.0,Clouds
17200,293,8247,732,Wednesday,My house,-1,-1.0,Fog
41021,621,17295,1150,Thursday,Wells Fargo Bank,-1,-1.0,Clouds
44969,689,19208,855,Monday,Eataly NYC,-1,9.5,Clouds
39979,595,16586,694,Monday,Barnes & Noble,-1,8.1,Clouds
40694,617,17201,1265,Tuesday,The Realm,-1,-1.0,Rain
8657,150,4191,623,Wednesday,Charles B. Benenson Grove,-1,-1.0,Clouds
53537,806,22470,1146,Wednesday,Marquis Dental Spa,-1,-1.0,Clouds
47139,706,19730,806,Tuesday,Little Caesars Pizza,1,6.1,Clouds
65980,1047,28909,1165,Friday,Robert F Kennedy Toll Plaza,-1,4.7,Clear
22151,354,10026,860,Monday,MTA Subway - Canal St (6/J/N/Q/R/W/Z),-1,-1.0,Clouds
53182,787,21931,781,Tuesday,Gene,-1,-1.0,Rain
22105,354,10025,471,Saturday,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q),-1,-1.0,Clouds
64130,992,27480,812,Tuesday,Target,-1,6.8,Clear
55521,842,23436,1238,Friday,Regina's Pizzeria,1,-1.0,Clouds
1352,25,646,1171,Saturday,Midtown 1015,2,-1.0,Clouds
48375,730,20393,790,Friday,The Orion Penthouse,-1,-1.0,Rain
33321,474,13387,467,Tuesday,MTA Subway - Manhattan Bridge (B/D/N/Q),-1,-1.0,Clear
56571,877,24359,1111,Sunday,Mi Casa,-1,-1.0,Clear
7390,120,3288,1073,Thursday,MTA Subway - Bay Parkway (D),-1,-1.0,Clear
22805,354,10033,478,Monday,MTA Subway - Broadway (G),-1,-1.0,Clouds
4246,84,2278,1324,Tuesday,Shell,-1,5.8,Clear
6784,99,2708,533,Wednesday,Spine Center,-1,-1.0,Clouds
61789,951,26289,1402,Thursday,MTA Subway - 125th St (1),-1,-1.0,Clear
44880,689,19205,570,Monday,New York Hilton Midtown,-1,7.6,Clear
51858,766,21324,507,Tuesday,Lincoln Tunnel,-1,5.3,Clouds
32947,472,13340,441,Friday,Jamaica Center - Parsons/Archer Bus Terminal,-1,5.6,Clear
31709,448,12670,414,Sunday,Angela's Sandwich Shop,2,8.1,Clouds
48827,734,20507,975,Saturday,Meadowlands Parking Lot,-1,-1.0,Clear
46517,706,19718,1284,Saturday,Sabrett food cart W 50th & 6th avenue,1,-1.0,Clouds
2388,65,1746,1104,Friday,mi casita,-1,-1.0,Clouds
59603,913,25288,464,Tuesday,Dunkin Donuts,1,5.2,Clear
28305,425,12031,108,Sunday,Team Brootal HQ,-1,-1.0,Clouds
58511,891,24730,1373,Saturday,Liberty Place Apartments,-1,-1.0,Clouds
39589,593,16528,1058,Tuesday,Bank of America,-1,6.3,Clear
62475,974,27005,856,Monday,Track 2,-1,-1.0,Clear
43585,652,18195,807,Saturday,My House,-1,-1.0,Clouds
12861,187,5265,545,Tuesday,1065 Ave of the Americas,-1,-1.0,Clear
45126,689,19213,570,Friday,New York Hilton Midtown,-1,7.6,Clear
1570,34,932,623,Friday,St. John's University,-1,-1.0,Clouds
57164,882,24462,1201,Monday,Bronx Museum of the Arts,-1,9.4,Clouds
6921,99,2729,621,Friday,Dumont Hot Bagels,2,8.0,Clear
4737,84,2285,808,Tuesday,Sentry Coat Check!,-1,-1.0,Clear
54067,819,22790,336,Sunday,MTA Subway - Canarsie/Rockaway Pkwy (L),-1,-1.0,Clear
40954,621,17282,968,Tuesday,Pitkin Education Center,-1,-1.0,Clouds
13504,207,5826,1301,Friday,Donnie & Juniors,1,6.7,Clear
11220,185,5187,128,Tuesday,YJCC,-1,-1.0,Clouds
62832,976,27061,1007,Tuesday,Raylz HQ,-1,-1.0,Clear
6008,94,2575,1228,Sunday,Port Authority Bus Terminal,-1,5.5,Rain
30876,445,12576,1013,Tuesday,MTA Subway - Jay St/MetroTech (A/C/F/R),-1,-1.0,Rain
28743,438,12397,809,Thursday,Massey Knakal,-1,-1.0,Clear
33598,484,13624,1075,Tuesday,Espinal Deli Grocery,1,6.3,Clouds
